RUN	NonFunctional.NFTDefinitionLayer.apiSimulation	apisimulation	1603236800562	 	3.0.2
REQUEST	444		GET /api/v2/pokemon/	1603236845073	1603236845548	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	444	END	1603236845055	1603236845550
USER	Positive: Fetch 10 pokemon characters and validate the schema	449	START	1603236845555	1603236845555
REQUEST	445		GET /api/v2/pokemon/	1603236845167	1603236845609	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	445	END	1603236845154	1603236845612
USER	Positive: Fetch 10 pokemon characters and validate the schema	450	START	1603236845652	1603236845652
REQUEST	446		GET /api/v2/pokemon/	1603236845269	1603236845724	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	446	END	1603236845254	1603236845725
USER	Positive: Fetch 10 pokemon characters and validate the schema	451	START	1603236845753	1603236845753
REQUEST	447		GET /api/v2/pokemon/	1603236845364	1603236845839	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	447	END	1603236845352	1603236845839
USER	Positive: Fetch 10 pokemon characters and validate the schema	452	START	1603236845853	1603236845853
REQUEST	448		GET /api/v2/pokemon/	1603236845470	1603236845907	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	448	END	1603236845455	1603236845910
USER	Positive: Fetch 10 pokemon characters and validate the schema	453	START	1603236845955	1603236845955
REQUEST	449		GET /api/v2/pokemon/	1603236845565	1603236846016	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	449	END	1603236845555	1603236846016
USER	Positive: Fetch 10 pokemon characters and validate the schema	454	START	1603236846053	1603236846053
REQUEST	450		GET /api/v2/pokemon/	1603236845668	1603236846124	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	450	END	1603236845652	1603236846125
USER	Positive: Fetch 10 pokemon characters and validate the schema	455	START	1603236846155	1603236846155
REQUEST	451		GET /api/v2/pokemon/	1603236845766	1603236846233	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	451	END	1603236845753	1603236846235
USER	Positive: Fetch 10 pokemon characters and validate the schema	456	START	1603236846255	1603236846255
REQUEST	452		GET /api/v2/pokemon/	1603236845872	1603236846313	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	452	END	1603236845853	1603236846315
USER	Positive: Fetch 10 pokemon characters and validate the schema	457	START	1603236846353	1603236846353
REQUEST	453		GET /api/v2/pokemon/	1603236845969	1603236846417	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	453	END	1603236845955	1603236846417
USER	Positive: Fetch 10 pokemon characters and validate the schema	458	START	1603236846454	1603236846454
REQUEST	454		GET /api/v2/pokemon/	1603236846071	1603236846511	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	454	END	1603236846053	1603236846512
USER	Positive: Fetch 10 pokemon characters and validate the schema	459	START	1603236846553	1603236846553
REQUEST	455		GET /api/v2/pokemon/	1603236846169	1603236846614	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	455	END	1603236846155	1603236846616
USER	Positive: Fetch 10 pokemon characters and validate the schema	460	START	1603236846652	1603236846652
REQUEST	456		GET /api/v2/pokemon/	1603236846266	1603236846715	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	456	END	1603236846255	1603236846715
USER	Positive: Fetch 10 pokemon characters and validate the schema	461	START	1603236846754	1603236846754
REQUEST	457		GET /api/v2/pokemon/	1603236846361	1603236846809	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	457	END	1603236846353	1603236846810
USER	Positive: Fetch 10 pokemon characters and validate the schema	462	START	1603236846855	1603236846855
REQUEST	458		GET /api/v2/pokemon/	1603236846468	1603236846908	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	458	END	1603236846454	1603236846908
USER	Positive: Fetch 10 pokemon characters and validate the schema	463	START	1603236846954	1603236846954
REQUEST	459		GET /api/v2/pokemon/	1603236846565	1603236847010	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	459	END	1603236846553	1603236847010
USER	Positive: Fetch 10 pokemon characters and validate the schema	464	START	1603236847054	1603236847054
REQUEST	460		GET /api/v2/pokemon/	1603236846663	1603236847103	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	460	END	1603236846652	1603236847103
USER	Positive: Fetch 10 pokemon characters and validate the schema	465	START	1603236847153	1603236847153
REQUEST	461		GET /api/v2/pokemon/	1603236846769	1603236847216	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	461	END	1603236846754	1603236847215
USER	Positive: Fetch 10 pokemon characters and validate the schema	466	START	1603236847255	1603236847255
REQUEST	462		GET /api/v2/pokemon/	1603236846866	1603236847310	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	462	END	1603236846855	1603236847311
USER	Positive: Fetch 10 pokemon characters and validate the schema	467	START	1603236847353	1603236847353
REQUEST	463		GET /api/v2/pokemon/	1603236846964	1603236847403	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	463	END	1603236846954	1603236847404
USER	Positive: Fetch 10 pokemon characters and validate the schema	468	START	1603236847454	1603236847454
REQUEST	464		GET /api/v2/pokemon/	1603236847075	1603236847524	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	464	END	1603236847054	1603236847524
USER	Positive: Fetch 10 pokemon characters and validate the schema	469	START	1603236847553	1603236847553
REQUEST	465		GET /api/v2/pokemon/	1603236847164	1603236847609	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	465	END	1603236847153	1603236847609
USER	Positive: Fetch 10 pokemon characters and validate the schema	470	START	1603236847653	1603236847653
REQUEST	466		GET /api/v2/pokemon/	1603236847267	1603236847706	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	466	END	1603236847255	1603236847706
USER	Positive: Fetch 10 pokemon characters and validate the schema	471	START	1603236847752	1603236847752
REQUEST	467		GET /api/v2/pokemon/	1603236847377	1603236847816	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	467	END	1603236847353	1603236847816
USER	Positive: Fetch 10 pokemon characters and validate the schema	472	START	1603236847853	1603236847853
REQUEST	468		GET /api/v2/pokemon/	1603236847468	1603236847915	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	468	END	1603236847454	1603236847915
USER	Positive: Fetch 10 pokemon characters and validate the schema	473	START	1603236847956	1603236847956
REQUEST	469		GET /api/v2/pokemon/	1603236847565	1603236848019	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	469	END	1603236847553	1603236848020
USER	Positive: Fetch 10 pokemon characters and validate the schema	474	START	1603236848053	1603236848053
REQUEST	470		GET /api/v2/pokemon/	1603236847662	1603236848110	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	470	END	1603236847653	1603236848110
USER	Positive: Fetch 10 pokemon characters and validate the schema	475	START	1603236848153	1603236848153
REQUEST	471		GET /api/v2/pokemon/	1603236847763	1603236848218	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	471	END	1603236847752	1603236848219
USER	Positive: Fetch 10 pokemon characters and validate the schema	476	START	1603236848253	1603236848253
REQUEST	472		GET /api/v2/pokemon/	1603236847862	1603236848318	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	472	END	1603236847853	1603236848317
USER	Positive: Fetch 10 pokemon characters and validate the schema	477	START	1603236848355	1603236848355
REQUEST	473		GET /api/v2/pokemon/	1603236847966	1603236848405	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	473	END	1603236847956	1603236848406
USER	Positive: Fetch 10 pokemon characters and validate the schema	478	START	1603236848453	1603236848453
REQUEST	474		GET /api/v2/pokemon/	1603236848061	1603236848514	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	474	END	1603236848053	1603236848514
USER	Positive: Fetch 10 pokemon characters and validate the schema	479	START	1603236848555	1603236848555
USER	Positive: Fetch 10 pokemon characters and validate the schema	480	START	1603236848654	1603236848654
USER	Positive: Fetch 10 pokemon characters and validate the schema	481	START	1603236848753	1603236848753
REQUEST	475		GET /api/v2/pokemon/	1603236848163	1603236848765	OK	 
REQUEST	476		GET /api/v2/pokemon/	1603236848261	1603236848765	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	476	END	1603236848253	1603236848765
USER	Positive: Fetch 10 pokemon characters and validate the schema	475	END	1603236848153	1603236848765
USER	Positive: Fetch 10 pokemon characters and validate the schema	482	START	1603236848857	1603236848857
USER	Positive: Fetch 10 pokemon characters and validate the schema	483	START	1603236848954	1603236848954
USER	Positive: Fetch 10 pokemon characters and validate the schema	484	START	1603236849053	1603236849053
REQUEST	477		GET /api/v2/pokemon/	1603236848363	1603236849079	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	477	END	1603236848355	1603236849078
USER	Positive: Fetch 10 pokemon characters and validate the schema	485	START	1603236849154	1603236849154
USER	Positive: Fetch 10 pokemon characters and validate the schema	486	START	1603236849254	1603236849254
USER	Positive: Fetch 10 pokemon characters and validate the schema	487	START	1603236849354	1603236849354
REQUEST	478		GET /api/v2/pokemon/	1603236848466	1603236849372	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	478	END	1603236848453	1603236849371
USER	Positive: Fetch 10 pokemon characters and validate the schema	488	START	1603236849453	1603236849453
USER	Positive: Fetch 10 pokemon characters and validate the schema	489	START	1603236849553	1603236849553
REQUEST	481		GET /api/v2/pokemon/	1603236848761	1603236849610	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	481	END	1603236848753	1603236849611
REQUEST	479		GET /api/v2/pokemon/	1603236848565	1603236849612	OK	 
REQUEST	480		GET /api/v2/pokemon/	1603236848667	1603236849611	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	479	END	1603236848555	1603236849612
USER	Positive: Fetch 10 pokemon characters and validate the schema	480	END	1603236848654	1603236849612
REQUEST	482		GET /api/v2/pokemon/	1603236848873	1603236849611	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	482	END	1603236848857	1603236849613
USER	Positive: Fetch 10 pokemon characters and validate the schema	490	START	1603236849653	1603236849653
USER	Positive: Fetch 10 pokemon characters and validate the schema	491	START	1603236849753	1603236849753
USER	Positive: Fetch 10 pokemon characters and validate the schema	492	START	1603236849854	1603236849854
REQUEST	483		GET /api/v2/pokemon/	1603236848965	1603236849895	OK	 
REQUEST	485		GET /api/v2/pokemon/	1603236849165	1603236849895	OK	 
REQUEST	484		GET /api/v2/pokemon/	1603236849062	1603236849895	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	485	END	1603236849154	1603236849894
USER	Positive: Fetch 10 pokemon characters and validate the schema	483	END	1603236848954	1603236849894
USER	Positive: Fetch 10 pokemon characters and validate the schema	484	END	1603236849053	1603236849894
USER	Positive: Fetch 10 pokemon characters and validate the schema	493	START	1603236849953	1603236849953
REQUEST	486		GET /api/v2/pokemon/	1603236849265	1603236850047	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	486	END	1603236849254	1603236850047
REQUEST	487		GET /api/v2/pokemon/	1603236849366	1603236850047	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	487	END	1603236849354	1603236850048
REQUEST	488		GET /api/v2/pokemon/	1603236849463	1603236850050	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	488	END	1603236849453	1603236850050
USER	Positive: Fetch 10 pokemon characters and validate the schema	494	START	1603236850053	1603236850053
REQUEST	489		GET /api/v2/pokemon/	1603236849564	1603236850055	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	489	END	1603236849553	1603236850070
USER	Positive: Fetch 10 pokemon characters and validate the schema	495	START	1603236850154	1603236850154
REQUEST	490		GET /api/v2/pokemon/	1603236849664	1603236850206	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	490	END	1603236849653	1603236850206
USER	Positive: Fetch 10 pokemon characters and validate the schema	496	START	1603236850253	1603236850253
USER	Positive: Fetch 10 pokemon characters and validate the schema	497	START	1603236850353	1603236850353
USER	Positive: Fetch 10 pokemon characters and validate the schema	498	START	1603236850453	1603236850453
REQUEST	492		GET /api/v2/pokemon/	1603236849865	1603236850482	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	492	END	1603236849854	1603236850482
REQUEST	491		GET /api/v2/pokemon/	1603236849766	1603236850482	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	491	END	1603236849753	1603236850484
USER	Positive: Fetch 10 pokemon characters and validate the schema	499	START	1603236850554	1603236850554
USER	Positive: Fetch 10 pokemon characters and validate the schema	500	START	1603236850653	1603236850653
REQUEST	494		GET /api/v2/pokemon/	1603236850061	1603236850658	OK	 
REQUEST	495		GET /api/v2/pokemon/	1603236850166	1603236850658	OK	 
REQUEST	493		GET /api/v2/pokemon/	1603236849964	1603236850658	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	495	END	1603236850154	1603236850658
USER	Positive: Fetch 10 pokemon characters and validate the schema	493	END	1603236849953	1603236850658
USER	Positive: Fetch 10 pokemon characters and validate the schema	494	END	1603236850053	1603236850658
USER	Positive: Fetch 10 pokemon characters and validate the schema	501	START	1603236850755	1603236850755
REQUEST	496		GET /api/v2/pokemon/	1603236850264	1603236850837	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	496	END	1603236850253	1603236850836
USER	Positive: Fetch 10 pokemon characters and validate the schema	502	START	1603236850853	1603236850853
USER	Positive: Fetch 10 pokemon characters and validate the schema	503	START	1603236850955	1603236850955
REQUEST	498		GET /api/v2/pokemon/	1603236850465	1603236850987	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	498	END	1603236850453	1603236850987
REQUEST	497		GET /api/v2/pokemon/	1603236850366	1603236850990	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	497	END	1603236850353	1603236850989
USER	Positive: Fetch 10 pokemon characters and validate the schema	504	START	1603236851053	1603236851053
REQUEST	500		GET /api/v2/pokemon/	1603236850667	1603236851141	OK	 
REQUEST	499		GET /api/v2/pokemon/	1603236850564	1603236851141	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	500	END	1603236850653	1603236851141
USER	Positive: Fetch 10 pokemon characters and validate the schema	499	END	1603236850554	1603236851141
USER	Positive: Fetch 10 pokemon characters and validate the schema	505	START	1603236851153	1603236851153
USER	Positive: Fetch 10 pokemon characters and validate the schema	506	START	1603236851254	1603236851254
REQUEST	501		GET /api/v2/pokemon/	1603236850765	1603236851315	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	501	END	1603236850755	1603236851315
USER	Positive: Fetch 10 pokemon characters and validate the schema	507	START	1603236851352	1603236851352
USER	Positive: Fetch 10 pokemon characters and validate the schema	508	START	1603236851453	1603236851453
REQUEST	503		GET /api/v2/pokemon/	1603236850965	1603236851488	OK	 
REQUEST	502		GET /api/v2/pokemon/	1603236850866	1603236851488	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	503	END	1603236850955	1603236851487
USER	Positive: Fetch 10 pokemon characters and validate the schema	502	END	1603236850853	1603236851487
USER	Positive: Fetch 10 pokemon characters and validate the schema	509	START	1603236851555	1603236851555
USER	Positive: Fetch 10 pokemon characters and validate the schema	510	START	1603236851653	1603236851653
REQUEST	504		GET /api/v2/pokemon/	1603236851064	1603236851668	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	504	END	1603236851053	1603236851667
REQUEST	505		GET /api/v2/pokemon/	1603236851161	1603236851667	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	505	END	1603236851153	1603236851668
USER	Positive: Fetch 10 pokemon characters and validate the schema	511	START	1603236851753	1603236851753
REQUEST	506		GET /api/v2/pokemon/	1603236851261	1603236851832	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	506	END	1603236851254	1603236851832
USER	Positive: Fetch 10 pokemon characters and validate the schema	512	START	1603236851854	1603236851854
USER	Positive: Fetch 10 pokemon characters and validate the schema	513	START	1603236851953	1603236851953
REQUEST	508		GET /api/v2/pokemon/	1603236851464	1603236851960	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	508	END	1603236851453	1603236851960
REQUEST	507		GET /api/v2/pokemon/	1603236851365	1603236851960	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	507	END	1603236851352	1603236851961
USER	Positive: Fetch 10 pokemon characters and validate the schema	514	START	1603236852055	1603236852055
REQUEST	510		GET /api/v2/pokemon/	1603236851663	1603236852102	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	510	END	1603236851653	1603236852103
REQUEST	509		GET /api/v2/pokemon/	1603236851567	1603236852104	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	509	END	1603236851555	1603236852105
USER	Positive: Fetch 10 pokemon characters and validate the schema	515	START	1603236852153	1603236852153
REQUEST	511		GET /api/v2/pokemon/	1603236851770	1603236852214	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	511	END	1603236851753	1603236852213
USER	Positive: Fetch 10 pokemon characters and validate the schema	516	START	1603236852254	1603236852254
REQUEST	512		GET /api/v2/pokemon/	1603236851869	1603236852316	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	512	END	1603236851854	1603236852318
USER	Positive: Fetch 10 pokemon characters and validate the schema	517	START	1603236852353	1603236852353
REQUEST	513		GET /api/v2/pokemon/	1603236851973	1603236852421	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	513	END	1603236851953	1603236852421
USER	Positive: Fetch 10 pokemon characters and validate the schema	518	START	1603236852453	1603236852453
REQUEST	514		GET /api/v2/pokemon/	1603236852067	1603236852504	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	514	END	1603236852055	1603236852505
USER	Positive: Fetch 10 pokemon characters and validate the schema	519	START	1603236852553	1603236852553
REQUEST	515		GET /api/v2/pokemon/	1603236852164	1603236852601	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	515	END	1603236852153	1603236852604
USER	Positive: Fetch 10 pokemon characters and validate the schema	520	START	1603236852653	1603236852653
REQUEST	516		GET /api/v2/pokemon/	1603236852265	1603236852706	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	516	END	1603236852254	1603236852706
USER	Positive: Fetch 10 pokemon characters and validate the schema	521	START	1603236852753	1603236852753
REQUEST	517		GET /api/v2/pokemon/	1603236852363	1603236852803	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	517	END	1603236852353	1603236852803
USER	Positive: Fetch 10 pokemon characters and validate the schema	522	START	1603236852853	1603236852853
REQUEST	518		GET /api/v2/pokemon/	1603236852462	1603236852902	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	518	END	1603236852453	1603236852903
USER	Positive: Fetch 10 pokemon characters and validate the schema	523	START	1603236852953	1603236852953
REQUEST	519		GET /api/v2/pokemon/	1603236852562	1603236853010	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	519	END	1603236852553	1603236853009
USER	Positive: Fetch 10 pokemon characters and validate the schema	524	START	1603236853053	1603236853053
REQUEST	520		GET /api/v2/pokemon/	1603236852662	1603236853107	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	520	END	1603236852653	1603236853107
USER	Positive: Fetch 10 pokemon characters and validate the schema	525	START	1603236853153	1603236853153
REQUEST	521		GET /api/v2/pokemon/	1603236852767	1603236853220	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	521	END	1603236852753	1603236853219
USER	Positive: Fetch 10 pokemon characters and validate the schema	526	START	1603236853253	1603236853253
REQUEST	522		GET /api/v2/pokemon/	1603236852862	1603236853311	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	522	END	1603236852853	1603236853311
USER	Positive: Fetch 10 pokemon characters and validate the schema	527	START	1603236853353	1603236853353
REQUEST	523		GET /api/v2/pokemon/	1603236852962	1603236853403	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	523	END	1603236852953	1603236853403
USER	Positive: Fetch 10 pokemon characters and validate the schema	528	START	1603236853453	1603236853453
REQUEST	524		GET /api/v2/pokemon/	1603236853063	1603236853517	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	524	END	1603236853053	1603236853517
USER	Positive: Fetch 10 pokemon characters and validate the schema	529	START	1603236853553	1603236853553
REQUEST	525		GET /api/v2/pokemon/	1603236853166	1603236853606	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	525	END	1603236853153	1603236853625
USER	Positive: Fetch 10 pokemon characters and validate the schema	530	START	1603236853652	1603236853652
REQUEST	526		GET /api/v2/pokemon/	1603236853263	1603236853714	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	526	END	1603236853253	1603236853714
USER	Positive: Fetch 10 pokemon characters and validate the schema	531	START	1603236853755	1603236853755
REQUEST	527		GET /api/v2/pokemon/	1603236853366	1603236853821	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	527	END	1603236853353	1603236853823
USER	Positive: Fetch 10 pokemon characters and validate the schema	532	START	1603236853853	1603236853853
REQUEST	528		GET /api/v2/pokemon/	1603236853463	1603236853927	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	528	END	1603236853453	1603236853927
USER	Positive: Fetch 10 pokemon characters and validate the schema	533	START	1603236853955	1603236853955
REQUEST	529		GET /api/v2/pokemon/	1603236853565	1603236854005	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	529	END	1603236853553	1603236854006
USER	Positive: Fetch 10 pokemon characters and validate the schema	534	START	1603236854053	1603236854053
REQUEST	530		GET /api/v2/pokemon/	1603236853663	1603236854118	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	530	END	1603236853652	1603236854117
USER	Positive: Fetch 10 pokemon characters and validate the schema	535	START	1603236854153	1603236854153
REQUEST	531		GET /api/v2/pokemon/	1603236853766	1603236854205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	531	END	1603236853755	1603236854206
USER	Positive: Fetch 10 pokemon characters and validate the schema	536	START	1603236854255	1603236854255
REQUEST	532		GET /api/v2/pokemon/	1603236853865	1603236854301	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	532	END	1603236853853	1603236854301
USER	Positive: Fetch 10 pokemon characters and validate the schema	537	START	1603236854352	1603236854352
REQUEST	533		GET /api/v2/pokemon/	1603236853967	1603236854407	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	533	END	1603236853955	1603236854407
USER	Positive: Fetch 10 pokemon characters and validate the schema	538	START	1603236854453	1603236854453
REQUEST	534		GET /api/v2/pokemon/	1603236854068	1603236854508	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	534	END	1603236854053	1603236854508
USER	Positive: Fetch 10 pokemon characters and validate the schema	539	START	1603236854553	1603236854553
REQUEST	535		GET /api/v2/pokemon/	1603236854163	1603236854600	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	535	END	1603236854153	1603236854600
USER	Positive: Fetch 10 pokemon characters and validate the schema	540	START	1603236854654	1603236854654
REQUEST	536		GET /api/v2/pokemon/	1603236854266	1603236854708	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	536	END	1603236854255	1603236854708
USER	Positive: Fetch 10 pokemon characters and validate the schema	541	START	1603236854754	1603236854754
REQUEST	537		GET /api/v2/pokemon/	1603236854360	1603236854801	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	537	END	1603236854352	1603236854800
USER	Positive: Fetch 10 pokemon characters and validate the schema	542	START	1603236854854	1603236854854
REQUEST	538		GET /api/v2/pokemon/	1603236854464	1603236854905	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	538	END	1603236854453	1603236854907
USER	Positive: Fetch 10 pokemon characters and validate the schema	543	START	1603236854954	1603236854954
REQUEST	539		GET /api/v2/pokemon/	1603236854566	1603236855003	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	539	END	1603236854553	1603236855003
USER	Positive: Fetch 10 pokemon characters and validate the schema	544	START	1603236855053	1603236855053
REQUEST	540		GET /api/v2/pokemon/	1603236854666	1603236855108	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	540	END	1603236854654	1603236855107
USER	Positive: Fetch 10 pokemon characters and validate the schema	545	START	1603236855152	1603236855152
REQUEST	541		GET /api/v2/pokemon/	1603236854765	1603236855205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	541	END	1603236854754	1603236855207
USER	Positive: Fetch 10 pokemon characters and validate the schema	546	START	1603236855255	1603236855255
REQUEST	542		GET /api/v2/pokemon/	1603236854865	1603236855307	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	542	END	1603236854854	1603236855306
USER	Positive: Fetch 10 pokemon characters and validate the schema	547	START	1603236855354	1603236855354
REQUEST	543		GET /api/v2/pokemon/	1603236854968	1603236855408	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	543	END	1603236854954	1603236855408
USER	Positive: Fetch 10 pokemon characters and validate the schema	548	START	1603236855453	1603236855453
REQUEST	544		GET /api/v2/pokemon/	1603236855063	1603236855509	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	544	END	1603236855053	1603236855509
USER	Positive: Fetch 10 pokemon characters and validate the schema	549	START	1603236855553	1603236855553
REQUEST	545		GET /api/v2/pokemon/	1603236855166	1603236855613	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	545	END	1603236855152	1603236855613
USER	Positive: Fetch 10 pokemon characters and validate the schema	550	START	1603236855653	1603236855653
REQUEST	546		GET /api/v2/pokemon/	1603236855266	1603236855707	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	546	END	1603236855255	1603236855707
USER	Positive: Fetch 10 pokemon characters and validate the schema	551	START	1603236855754	1603236855754
REQUEST	547		GET /api/v2/pokemon/	1603236855368	1603236855812	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	547	END	1603236855354	1603236855812
USER	Positive: Fetch 10 pokemon characters and validate the schema	552	START	1603236855854	1603236855854
REQUEST	548		GET /api/v2/pokemon/	1603236855463	1603236855902	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	548	END	1603236855453	1603236855903
USER	Positive: Fetch 10 pokemon characters and validate the schema	553	START	1603236855953	1603236855953
REQUEST	549		GET /api/v2/pokemon/	1603236855563	1603236856002	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	549	END	1603236855553	1603236856001
USER	Positive: Fetch 10 pokemon characters and validate the schema	554	START	1603236856053	1603236856053
REQUEST	550		GET /api/v2/pokemon/	1603236855664	1603236856127	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	550	END	1603236855653	1603236856126
USER	Positive: Fetch 10 pokemon characters and validate the schema	555	START	1603236856154	1603236856154
REQUEST	551		GET /api/v2/pokemon/	1603236855765	1603236856206	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	551	END	1603236855754	1603236856206
USER	Positive: Fetch 10 pokemon characters and validate the schema	556	START	1603236856253	1603236856253
REQUEST	552		GET /api/v2/pokemon/	1603236855864	1603236856318	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	552	END	1603236855854	1603236856317
USER	Positive: Fetch 10 pokemon characters and validate the schema	557	START	1603236856353	1603236856353
REQUEST	553		GET /api/v2/pokemon/	1603236855964	1603236856403	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	553	END	1603236855953	1603236856403
USER	Positive: Fetch 10 pokemon characters and validate the schema	558	START	1603236856452	1603236856452
REQUEST	554		GET /api/v2/pokemon/	1603236856064	1603236856507	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	554	END	1603236856053	1603236856506
USER	Positive: Fetch 10 pokemon characters and validate the schema	559	START	1603236856554	1603236856554
REQUEST	555		GET /api/v2/pokemon/	1603236856167	1603236856614	OK	 
